idx,SEX_GBN,AGE_GBN,JOB_GBN,ADD_GBN,INCOME_GBN,MARRY_Y,DOUBLE_IN,NUMCHILD,TOT_ASSET,ASS_FIN,ASS_REAL,ASS_ETC,M_TOT_SAVING,M_JEOK,CHUNG_Y,M_FUND_STOCK,M_FUND,M_STOCK,M_SAVING_INSUR,M_CHUNG,TOT_DEBT,D_SHINYONG,D_DAMBO,D_JUTEAKDAMBO,D_JEONSEA,RETIRE_NEED,FOR_RETIRE,TOT_YEA,TOT_JEOK,TOT_CHUNG,TOT_FUND,TOT_ELS_ETE,TOT_SOBI,M_CRD_SPD
351,1,3,8,5,2,1,,,1840,1340,0,500,50,40,5,0,0,0,0,10,200,0,0,0,0,,0,,50,120,,,100,3146348
353,1,3,8,4,4,1,,,33200,7200,25000,1000,150,70,,70,70,0,0,0,0,0,0,0,0,,150,3000,2000,,2000,,150,3414512
354,1,4,9,3,1,1,,,70,70,0,0,1,0,,0,0,0,0,0,500,0,500,500,0,70,0,,,,,,90,3487272
355,1,6,6,4,5,2,2,2,52500,1500,50000,1000,2,0,,0,0,0,1,0,0,0,0,0,0,,0,,,,,,250,1978722
356,1,5,2,5,3,2,2,2,7700,2700,4000,1000,80,0,5,45,45,0,5,30,0,0,0,0,0,,30,600,,300,500,,100,2860741
357,2,3,2,5,3,1,,,14150,4150,0,10000,50,0,5,0,0,0,0,50,0,0,0,0,0,,0,4000,,50,,,120,2641576
358,2,6,2,4,6,2,2,2,87970,5970,80000,2000,100,40,5,0,0,0,20,30,12000,0,12000,12000,0,,0,3000,800,1200,,,400,1739355
359,1,4,9,5,6,2,2,1,39035,1035,33000,5000,50,0,,15,0,15,0,0,0,0,0,0,0,200,0,,,,950,,150,3380323
361,2,5,2,3,3,1,,,8140,3640,4500,0,90,70,,0,0,0,10,0,0,0,0,0,0,,70,700,900,,,,40,2274012
362,2,2,2,5,2,1,,,500,400,0,100,30,30,,0,0,0,0,0,45,45,0,0,0,,0,,300,,,,70,1682269
370,1,5,9,5,6,2,2,2,23270,370,22900,0,200,0,5,0,0,0,0,0,12000,0,5000,5000,0,,0,,,100,,,350,2860741
371,2,5,3,2,6,2,2,2,42700,3700,37000,2000,100,0,5,0,0,0,0,0,4000,0,4000,4000,0,,0,,,600,,,400,2568835
372,1,5,2,3,7,2,2,2,158000,75000,80000,3000,100,0,,20,0,20,40,0,1000,0,0,0,0,,100,20000,,,,,300,2869737
373,1,2,2,2,5,1,,,46000,18000,23000,5000,50,5,5,5,5,0,5,0,1000,1000,0,0,0,,20,3000,2000,1000,1000,1000,200,1369899
374,2,2,2,5,5,2,2,,13510,510,12000,1000,80,0,5,0,0,0,0,0,15400,0,0,0,12000,,0,,,210,,,100,1682269
375,2,3,4,5,2,1,,,6360,3350,3000,10,40,20,,0,0,0,10,0,0,0,0,0,0,,30,2300,200,,,,50,2641576
377,2,2,3,5,3,1,,,560,560,0,0,100,90,5,0,0,0,0,10,2600,0,0,0,0,,0,,300,80,,,35,1682269
379,1,2,9,3,3,1,,,1200,1170,0,30,20,0,5,0,0,0,0,0,90,10,10,10,0,,10,,,240,,,100,1316087
382,1,3,9,5,7,1,,,26600,600,16000,10000,60,0,,0,0,0,0,0,2500,500,0,0,0,,0,100,,,,,300,3146348
384,2,4,9,3,6,2,2,2,40000,9500,28000,2500,250,0,5,10,10,0,0,240,0,0,0,0,0,70,20,5000,,1200,3000,,100,2835021
386,2,4,2,5,6,2,2,1,19890,1890,17000,1000,150,80,,0,0,0,30,0,320,0,0,0,0,120,40,300,80,,,,120,2639625
390,2,2,2,3,3,1,,,1050,550,0,500,10,3,5,0,0,0,0,2,2067,0,0,0,900,,0,,300,50,,,50,1693477
393,1,2,8,2,3,1,,,13650,12650,0,1000,200,0,5,0,0,0,0,0,0,0,0,0,0,,0,,,300,,12000,80,1369899
396,2,5,9,5,6,2,2,2,26220,3100,23100,20,50,0,,0,0,0,0,0,100,100,0,0,0,,0,3000,,,,,50,2188927
397,2,5,9,5,4,2,2,2,3125,625,500,2000,200,0,,0,0,0,0,0,1600,0,1200,0,0,150,60,,,,,,150,2188927
398,2,3,2,3,5,2,2,1,11400,3400,8000,0,50,30,,10,10,0,0,0,0,0,0,0,0,,10,1000,1000,,300,,300,2769733
399,2,3,2,3,2,1,,,19000,2000,15000,2000,50,30,,0,0,0,0,0,5000,0,5000,5000,0,,20,1000,400,,,,25,2769733
400,1,4,7,5,2,1,,,7005,900,6100,5,10,0,,5,0,5,0,0,2560,0,0,0,450,30,0,300,,,,,50,3380323
406,1,4,9,3,7,2,2,1,34000,15000,17000,2000,100,100,,0,0,0,0,0,0,0,0,0,0,250,100,5000,5000,,,,250,3487272
407,2,6,9,2,4,2,2,2,65300,4300,60000,1000,30,0,,0,0,0,15,0,14500,0,14500,14500,0,150,0,,,,,,100,1687950
408,2,5,7,4,2,1,,,16600,3100,13500,0,5,0,,0,0,0,0,0,0,0,0,0,0,,0,3000,,,,,150,2624100
414,1,3,2,5,3,1,,,5450,350,5000,100,50,35,5,0,0,0,0,10,400,100,100,100,0,,10,50,50,50,,,50,3146348
416,2,5,2,1,6,2,2,1,44450,7950,35000,1500,150,25,5,0,0,0,60,15,2900,0,0,0,0,,50,700,500,500,2500,,200,3730941
417,1,4,8,5,2,1,,,1400,200,1000,200,20,0,,0,0,0,0,0,40,40,0,0,0,100,20,100,,,,,100,3380323
426,1,2,2,5,3,1,,,50,50,0,0,1,0,,0,0,0,0,0,5350,1100,1200,0,0,,0,,,,,,200,1405288
428,2,2,2,5,2,1,,,8759,5759,0,3000,150,148,5,0,0,0,0,2,0,0,0,0,0,,0,4500,960,99,,,30,1682269
429,1,4,9,5,4,2,2,2,19000,6500,12000,500,2,0,,2,0,2,0,0,700,0,0,0,0,300,0,,,,,,250,3380323
431,2,3,2,3,4,1,,,4100,100,2000,2000,100,0,,0,0,0,0,0,10,10,0,0,0,,0,,,,,,50,2769733
433,2,4,9,5,7,2,2,2,58000,22000,33000,3000,400,0,5,0,0,0,0,10,0,0,0,0,0,100,0,10000,,3000,,,300,2639625
434,1,6,9,3,2,2,2,2,29050,50,29000,0,50,0,,0,0,0,0,0,100,0,0,0,100,,20,,,,,,100,1645889
436,1,5,3,3,6,2,2,1,60500,8500,50000,2000,50,30,,15,10,5,5,0,11000,0,9000,9000,0,,30,500,1000,,2000,,400,2869737
438,2,5,7,3,2,1,,2,1750,1650,100,0,10,0,5,0,0,0,0,2,0,0,0,0,0,,0,,,300,,,60,2274012
439,2,2,4,5,2,1,,,610,310,0,300,60,60,5,0,0,0,0,0,0,0,0,0,0,,60,,60,150,,,50,1682269
440,1,4,3,5,5,1,,,10130,530,8700,900,30,0,5,0,0,0,0,0,0,0,0,0,0,400,0,,,500,,,100,3380323
441,2,5,8,5,2,1,,3,6645,345,6300,0,35,35,,0,0,0,0,0,3020,0,0,0,3020,,32,,215,,,,120,2188927
442,2,2,2,5,2,1,,,1000,500,500,0,5,0,5,0,0,0,0,5,0,0,0,0,0,,0,,,150,,,120,1682269
443,1,4,2,2,7,2,2,1,62000,32000,26000,4000,150,0,,0,0,0,50,0,0,0,0,0,0,200,0,6000,8000,,,,400,3615840
444,2,4,2,5,3,2,2,,1000,500,500,0,70,0,,0,0,0,0,0,1400,0,1400,1400,0,200,0,,,,,,200,2639625
445,2,3,2,5,3,1,,,3705,800,2900,5,90,30,5,0,0,0,0,30,0,0,0,0,0,,10,200,400,100,,,70,2641576
451,1,5,8,3,7,2,2,2,64100,36100,25000,3000,50,35,,0,0,0,0,0,0,0,0,0,0,,30,10000,5000,,,,400,2869737
452,2,5,9,5,3,1,,,2950,950,1000,1000,30,10,,0,0,0,0,0,4000,4000,0,0,0,,0,,100,,,,170,2188927
454,1,4,9,5,4,2,2,2,19750,250,17000,2500,10,10,,0,0,0,0,0,0,0,0,0,0,120,10,,150,,,,50,3380323
455,1,3,2,2,2,1,,,700,100,100,500,1,0,,0,0,0,0,0,160,0,0,0,0,,0,,,,,,140,3211358
456,1,4,9,5,5,2,2,1,38500,12000,23000,3500,100,20,,0,0,0,10,0,500,0,0,0,0,200,30,1000,3000,,,,250,3380323
457,2,2,2,4,3,1,,,1150,150,1000,0,5,5,,0,0,0,0,0,700,100,0,0,500,,0,,100,,,,190,1741706
462,2,6,9,3,4,2,2,2,43500,1000,38000,4500,20,15,5,0,0,0,0,0,0,0,0,0,0,,0,,600,300,,,200,1383457
463,2,3,9,3,4,2,2,1,38060,2060,34000,2000,50,20,5,0,0,0,13,4,835,0,60,60,0,,30,300,500,60,,,300,2769733
464,2,2,2,2,2,1,,,7550,550,0,7000,35,30,5,5,5,0,0,0,0,0,0,0,0,,0,100,200,100,90,,135,1741465
465,2,4,2,5,4,1,,2,2701,2500,200,1,10,0,,0,0,0,9,0,9600,3000,1100,0,0,300,0,,,,,,100,2639625
469,2,5,3,5,6,2,2,2,30600,15100,15000,500,300,50,5,0,0,0,70,30,2000,0,0,0,0,,50,3000,1000,1000,,,200,2188927
470,1,2,2,5,2,1,,,301,300,0,1,1,0,,0,0,0,0,0,10,0,0,0,0,,0,,,,,,10,1405288
471,1,2,3,5,2,1,,,3450,450,0,3000,30,0,5,0,0,0,0,0,0,0,0,0,0,,0,150,,200,,,50,1405288
472,1,5,9,3,3,1,,,2910,2250,160,500,50,0,,0,0,0,30,0,0,0,0,0,0,,10,500,,,,,150,2869737
477,2,4,9,5,4,2,2,1,16700,1200,15000,500,2,0,,0,0,0,0,0,8400,0,6000,6000,0,100,0,,,,,,100,2639625
479,2,4,2,5,5,2,2,1,10830,2830,7500,500,120,100,5,0,0,0,10,0,400,0,0,0,0,180,20,1000,600,300,,,300,2639625
483,2,3,9,1,7,2,2,2,2800,800,2000,0,100,50,5,0,0,0,0,0,900,0,900,900,0,,50,200,200,200,,,300,3594431
484,1,3,7,5,6,2,2,2,20200,4200,15000,1000,70,0,5,0,0,0,20,10,10000,0,0,0,10000,,0,,,100,,,300,3146348
486,1,2,3,2,4,1,,,1700,700,0,1000,10,0,5,0,0,0,0,10,0,0,0,0,0,,5,,,500,,,100,1369899
487,2,4,9,5,4,2,2,1,1650,650,0,1000,20,0,,20,20,0,0,0,700,0,700,700,0,200,0,,,,500,,280,2639625
489,1,3,2,3,4,1,,,1100,300,500,300,25,0,,0,0,0,0,0,5000,4500,0,0,0,,0,,,,,,190,3232276
491,2,3,3,2,3,1,,,2445,2245,0,200,25,9,5,0,0,0,9,7,0,0,0,0,0,,0,250,400,700,,,30,2932871
495,2,6,7,3,1,1,,2,10500,500,10000,0,10,0,,0,0,0,10,0,2500,500,2000,2000,0,100,0,,,,,,60,1383457
497,1,3,4,3,6,1,,,15735,12535,200,3000,150,133,5,0,0,0,5,2,0,0,0,0,0,,0,7500,1700,465,,,250,3232276
499,1,3,8,2,5,2,2,,14100,600,13000,500,100,0,,0,0,0,0,0,2250,0,700,700,1500,,30,500,,,,,300,3211358
500,2,4,9,5,7,2,2,2,38320,320,35000,3000,20,0,,0,0,0,19,0,13200,0,12000,12000,0,200,0,,,,,,250,2639625
501,2,3,2,4,7,2,2,2,18400,6400,0,12000,50,0,5,0,0,0,0,20,0,0,0,0,0,,0,3000,,500,1000,,500,2929480
503,2,3,4,3,6,2,2,,41280,2280,34000,5000,250,30,5,0,0,0,70,0,21000,0,21000,21000,0,,50,,600,800,,,250,2769733
504,2,5,3,5,6,1,,,42500,21500,15000,6000,50,10,5,0,0,0,30,10,0,0,0,0,0,,10,,1000,1000,,,200,2188927
508,2,4,9,2,5,2,2,2,43400,7400,30000,6000,150,80,,0,0,0,70,0,400,0,0,0,0,180,50,2000,1000,,,,100,3198903
509,2,5,2,3,7,2,2,2,117250,10750,103000,3500,50,0,5,10,10,0,0,20,13280,0,12500,12500,0,,0,250,,1000,500,5000,750,2274012
513,2,6,9,5,4,2,1,2,31700,10200,20000,1500,112,0,,0,0,0,112,0,0,0,0,0,0,200,100,,,,,,150,1482185
514,2,6,4,3,7,2,2,2,177550,55400,117150,5000,145,5,5,10,5,5,5,50,24799,3000,5000,0,3000,,100,8000,900,800,7000,7000,300,1383457
515,2,4,3,3,3,2,2,1,3600,3100,500,0,100,0,,0,0,0,0,0,25,0,0,0,25,200,10,2000,,,,,80,2835021
516,1,3,2,5,7,2,2,2,64800,21800,33000,10000,150,0,5,0,0,0,60,10,0,0,0,0,0,,30,1000,,300,,,300,3146348
517,1,4,2,5,6,2,1,2,161600,35600,125000,1000,60,0,,0,0,0,40,0,0,0,0,0,0,150,20,,31000,,,,200,3380323
518,2,4,2,1,4,1,,2,18100,1100,12000,5000,150,0,,150,150,0,0,0,2000,0,2000,2000,0,200,50,,,,1000,,150,4361528
524,1,6,2,3,5,2,1,2,100000,28500,70000,1500,30,0,,0,0,0,30,0,12000,0,12000,12000,0,,0,,,,,,400,1645889
525,1,2,2,2,4,1,,,1600,1100,0,500,450,10,5,100,0,100,0,5,700,0,0,0,0,,0,,100,300,,,150,1369899
526,1,6,8,3,6,2,1,3,3115,1315,1000,800,100,0,5,0,0,0,0,10,290,0,0,0,0,,0,,,280,,,380,1645889
527,1,4,2,5,6,2,2,1,19090,3090,15000,1000,90,0,,0,0,0,0,0,50,0,0,0,0,150,0,1000,,,,,350,3380323
528,2,5,7,5,4,1,,2,8785,3785,3000,2000,170,103,5,0,0,0,37,10,0,0,0,0,0,,30,1500,1600,195,,,80,2188927
529,2,2,2,3,3,1,,,10300,5300,0,5000,10,0,5,0,0,0,0,10,0,0,0,0,0,,10,5000,,200,,,100,1693477
532,2,4,2,5,5,2,2,,20900,900,18000,2000,50,0,5,0,0,0,0,5,6500,0,5500,5500,0,200,0,,,300,,,300,2639625
533,2,6,8,5,5,2,2,3,98060,21060,76000,1000,150,110,,0,0,0,0,0,0,0,0,0,0,,150,18000,2000,,,,200,1482185
534,1,4,3,3,4,2,1,2,51450,880,50000,570,10,0,,0,0,0,0,0,800,200,600,600,0,200,0,,,,,,150,3487272
535,2,4,9,2,1,1,,,162,40,122,0,3,0,,0,0,0,0,0,0,0,0,0,0,100,0,,,,,,55,3198903
536,1,4,8,3,3,1,,,4650,4490,100,60,130,95,5,0,0,0,0,5,0,0,0,0,0,110,130,1800,390,200,,,110,3487272
537,1,5,2,4,4,2,1,1,38500,1000,35000,2500,50,0,,0,0,0,0,0,0,0,0,0,0,,50,,,,,,200,3106659
538,2,4,7,3,5,2,2,1,20615,8115,12000,500,40,10,,10,10,0,10,0,5000,0,0,0,5000,200,0,500,1000,,250,500,270,2835021
539,2,4,9,2,6,2,2,1,3650,1650,0,2000,50,40,,0,0,0,0,0,2090,1000,0,0,0,200,0,1200,400,,,,250,3198903
541,1,4,2,5,4,1,,,2031,2030,0,1,60,0,,0,0,0,21,0,0,0,0,0,0,200,30,,,,,,50,3380323
546,1,2,9,3,1,1,,,15500,500,0,15000,1,0,,0,0,0,0,0,90,0,0,0,0,,0,,,,,,30,1316087
547,1,3,9,3,5,2,2,1,12350,850,10000,1500,100,40,,0,0,0,0,0,0,0,0,0,0,,35,,350,,,,155,3232276
548,1,4,9,3,4,2,1,2,44650,150,42000,2500,1,0,,0,0,0,0,0,5000,0,5000,5000,0,200,0,,,,,,250,3487272
549,2,5,2,2,7,1,,,82000,7700,74000,300,150,25,,40,40,0,65,0,9400,0,9400,9400,0,,65,,500,,200,,350,2568835
554,1,6,9,4,4,2,1,1,150000,7000,142000,1000,50,0,5,0,0,0,0,0,14500,0,14500,9500,0,150,0,,,500,,,250,1978722
556,1,5,9,3,4,1,,,8300,3300,0,5000,20,15,,0,0,0,0,0,0,0,0,0,0,,0,,500,,,,170,2869737
558,1,5,9,3,6,2,1,2,36000,3000,30000,3000,100,0,,0,0,0,0,0,0,0,0,0,0,,0,,,,,,300,2869737
559,1,3,2,5,4,2,1,1,29100,12100,16000,1000,120,70,5,0,0,0,0,20,7000,0,0,0,7000,,0,7000,400,1400,,,200,3146348
560,1,5,8,2,2,1,,2,23000,13000,9000,1000,1,0,,0,0,0,0,0,0,0,0,0,0,,0,,,,,,120,3038873
561,2,2,7,2,1,1,,,1620,120,0,1500,10,0,,0,0,0,0,0,0,0,0,0,0,,0,,,,,,40,1741465
563,1,5,2,5,6,2,2,2,20650,650,12000,8000,30,0,5,0,0,0,0,30,12000,0,0,0,12000,,0,,,500,,,200,2860741
564,1,6,8,3,6,2,2,2,36500,19000,16000,1500,400,200,5,0,0,0,0,0,0,0,0,0,0,,150,8000,2000,1000,,2000,200,1645889
565,2,2,2,5,3,1,,,9350,2350,0,7000,100,70,,0,0,0,10,0,0,0,0,0,0,,70,1000,300,,,,100,1682269
566,1,2,2,2,4,1,,,11100,2000,9000,100,30,20,,0,0,0,0,0,3000,0,0,0,3000,,0,1000,500,,,,80,1369899
573,1,5,2,5,4,2,2,2,8800,300,8000,500,15,0,,0,0,0,0,0,1000,0,0,0,0,,0,,,,,,150,2860741
575,1,6,2,3,5,2,2,2,26000,7000,18000,1000,100,0,,0,0,0,50,0,0,0,0,0,0,,30,1000,,,,,150,1645889
578,1,2,2,3,3,1,,,8500,5500,3000,0,80,50,5,0,0,0,0,10,500,0,0,0,500,,2,400,4000,200,,,65,1316087
579,1,4,2,2,7,2,2,1,58500,8000,50000,500,500,0,5,0,0,0,30,0,0,0,0,0,0,200,10,3000,,600,,,300,3615840
582,1,4,9,5,5,1,,,7150,3150,0,4000,75,0,5,0,0,0,0,25,2500,0,1500,1500,0,200,0,,,700,1000,,300,3380323
584,2,2,4,4,2,1,,,320,320,0,0,30,5,,0,0,0,0,0,0,0,0,0,0,,0,,120,,,,78,1741706
585,1,6,8,2,6,2,2,2,177000,71000,100000,6000,300,250,,0,0,0,0,0,0,0,0,0,0,,200,31000,28000,,,,110,1830279
587,1,3,9,5,5,2,2,2,7400,4400,0,3000,130,20,,20,20,0,20,0,0,0,0,0,0,,0,200,200,,500,,240,3146348
590,1,5,9,5,4,2,2,2,30050,50,30000,0,50,0,,0,0,0,0,0,50,0,0,0,0,,50,,,,,,50,2860741
593,1,6,9,4,5,2,2,2,83900,13700,70000,200,200,175,5,0,0,0,13,2,1250,0,1250,1250,0,,100,9000,3000,1000,,,190,1978722
594,1,3,2,3,4,1,,,1500,1400,0,100,100,10,5,0,0,0,0,20,13500,1500,11000,11000,0,,0,,500,400,,,200,3232276
595,1,2,9,2,7,1,,,38100,4100,24000,10000,500,500,,0,0,0,0,0,0,0,0,0,0,,1,2000,2000,,,,500,1369899
597,2,4,9,5,6,2,2,1,1100,100,1000,0,10,0,,0,0,0,0,0,4500,0,0,0,0,400,0,,,,,,450,2639625
599,2,3,2,3,3,1,,,9730,2230,7000,500,100,50,5,0,0,0,0,20,0,0,0,0,0,,50,1000,200,1000,,,140,2769733
601,1,2,4,2,2,1,,,10920,4420,6500,0,90,60,5,0,0,0,10,10,2000,0,0,0,0,,10,300,300,250,,,50,1369899
602,2,3,2,4,5,1,,,7500,2500,0,5000,60,0,5,0,0,0,30,10,3200,2700,500,500,0,,50,,,200,,,150,2929480
604,1,4,7,5,3,1,,1,3900,1400,1000,1500,60,0,,0,0,0,0,0,850,0,0,0,0,300,0,,,,,,150,3380323
605,1,4,2,3,6,1,,,53700,7700,36000,10000,400,200,,0,0,0,100,0,0,0,0,0,0,300,50,400,6000,,200,,150,3487272
607,1,5,9,5,4,2,2,1,12800,300,12000,500,10,0,,0,0,0,0,0,0,0,0,0,0,,0,,,,,,150,2860741
615,1,3,2,2,6,2,2,2,28500,7500,18000,3000,100,50,5,0,0,0,30,0,3300,0,2500,2500,0,,70,5000,800,600,,,500,3211358
617,1,2,8,3,2,1,,,730,230,0,500,20,20,,0,0,0,0,0,24,0,0,0,0,,0,,80,,,,70,1316087
618,2,5,7,3,7,2,2,2,14060,9000,5000,60,50,0,5,0,0,0,30,10,205,15,50,20,10,,10,3000,1500,500,,,400,2274012
619,1,3,9,5,3,1,,,1700,1400,0,300,100,0,5,0,0,0,0,10,1000,0,1000,1000,0,,0,,,200,,,100,3146348
620,1,4,9,5,7,2,2,1,22100,2000,8100,12000,200,50,,0,0,0,0,0,12,0,0,0,0,300,200,,1000,,,,400,3380323
621,2,4,2,3,2,1,,,2980,2780,0,200,60,53,5,0,0,0,0,2,1700,0,0,0,0,100,5,1000,1000,250,,,100,2835021
623,1,4,9,3,5,2,2,2,31500,500,30000,1000,10,0,,0,0,0,0,0,9500,0,9500,9500,0,250,0,,,,,,250,3487272
624,1,3,3,4,5,2,2,1,21050,1050,15000,5000,200,0,,0,0,0,0,0,0,0,0,0,0,,0,,,,,,250,3414512
625,2,5,8,5,6,1,,,1550,1050,0,500,10,0,,0,0,0,0,0,4000,0,0,0,0,,0,,,,,,350,2188927
628,2,5,9,1,5,2,2,2,38500,26500,10000,2000,90,0,,0,0,0,20,0,7600,0,6100,6100,0,,20,15000,,,2000,,400,3730941
629,2,2,2,2,7,1,,,2940,2540,0,400,30,0,5,0,0,0,0,30,200,0,0,0,100,,20,1000,500,500,,,20,1741465
631,1,2,4,3,4,1,,,10200,200,10000,0,1,0,,0,0,0,0,0,600,0,0,0,0,,0,,,,,,100,1316087
632,1,5,3,3,6,2,2,2,36200,14200,20000,2000,150,0,5,0,0,0,35,50,0,0,0,0,0,,150,6500,,1210,,,150,2869737
637,1,6,9,3,4,1,,1,37800,1800,34000,2000,10,0,,0,0,0,0,0,10750,2050,8700,8700,0,200,0,,,,,,130,1645889
638,2,4,9,5,4,2,2,,6100,100,2000,4000,40,0,,0,0,0,0,0,3480,0,0,0,0,200,0,,,,,,150,2639625
639,1,3,7,5,3,1,,,7300,600,4200,2500,70,0,,0,0,0,0,0,0,0,0,0,0,,0,100,,,,,150,3146348
643,1,6,9,1,6,2,1,2,147800,12300,135000,500,50,0,5,0,0,0,0,30,0,0,0,0,0,200,0,3000,,1000,,,350,3425282
644,1,5,8,5,6,2,2,2,19800,4300,15000,500,40,0,5,0,0,0,5,5,700,0,700,700,0,,0,,,250,,,480,2860741
647,1,3,2,3,3,1,,,9910,3910,4000,2000,100,60,,0,0,0,0,0,0,0,0,0,0,,20,1000,2000,,,,70,3232276
649,2,4,2,3,5,1,,,36850,8850,25000,3000,150,100,5,0,0,0,40,2,0,0,0,0,0,200,100,2000,2000,600,,,200,2835021
651,2,5,7,3,6,2,2,1,14060,1560,12000,500,100,20,,0,0,0,0,0,2000,0,2000,2000,0,,0,,40,,620,,200,2274012
652,1,6,2,5,6,2,2,2,18500,1000,15500,2000,100,0,,0,0,0,0,0,150,0,0,0,0,,0,,,,,,450,1656130
653,1,2,2,3,2,1,,,400,100,100,200,5,0,,0,0,0,0,0,1300,0,0,0,0,,0,,,,,,60,1316087
654,1,6,4,5,6,2,1,2,61400,19400,32000,10000,200,70,5,0,0,0,65,30,0,0,0,0,0,,85,500,3000,500,,,300,1656130
655,1,5,2,5,7,2,2,2,9100,1600,7000,500,300,200,,30,30,0,0,0,0,0,0,0,0,,0,300,300,,300,,400,2860741
657,1,2,2,5,5,2,2,,18000,2000,15000,1000,200,0,,0,0,0,0,0,0,0,0,0,0,,0,,,,,,130,1405288
658,2,5,3,5,5,1,,2,62380,5950,54430,2000,120,100,,0,0,0,0,0,2000,0,0,0,0,,0,4000,900,,,,300,2188927
659,2,3,2,4,2,1,,,2800,800,2000,0,40,35,5,0,0,0,0,5,1110,0,0,0,0,,0,,200,50,,,100,2929480
662,1,6,9,1,6,2,1,3,117500,25500,90000,2000,60,0,5,0,0,0,0,30,7000,0,0,0,7000,,0,,,1000,,,450,3425282
666,1,5,9,2,5,1,,,8630,1630,7000,0,150,30,,0,0,0,100,0,18530,0,17000,12000,0,,0,500,100,,,,150,3038873
668,1,6,8,5,5,1,,2,10000,5000,2000,3000,50,0,,0,0,0,0,0,1900,1000,700,0,0,,0,,,,,,150,1656130
669,1,3,2,5,3,2,2,1,12600,700,11900,0,1,0,,0,0,0,0,0,50,10,10,10,0,,0,,,,500,,70,3146348
670,2,2,2,5,2,1,,,2200,200,0,2000,40,0,,0,0,0,0,0,0,0,0,0,0,,5,,,,,,100,1682269
671,2,4,2,5,4,2,1,2,11540,540,11000,0,40,35,5,0,0,0,0,5,4800,0,4800,4800,0,200,10,,140,300,,,100,2639625
672,1,5,2,5,7,2,1,3,51990,24790,27000,200,70,0,5,0,0,0,0,20,3300,0,3300,3300,0,,0,15000,,600,500,,500,2860741
673,1,5,8,4,4,2,1,2,9960,1960,8000,0,20,20,,0,0,0,0,0,0,0,0,0,0,,0,1800,60,,,,200,3106659
676,1,3,9,5,7,2,2,1,65700,1700,54000,10000,200,0,,0,0,0,0,0,200,0,0,0,200,,0,1500,,,,,100,3146348
677,1,5,2,5,5,2,2,2,790,750,0,40,50,0,5,0,0,0,50,0,140,0,0,0,50,100,0,,,400,,,200,2860741
678,1,5,9,5,2,1,,,17500,1000,16000,500,50,0,,0,0,0,0,0,0,0,0,0,0,,0,,,,,,70,2860741
679,1,4,2,5,5,2,2,1,23820,120,23000,700,120,0,,0,0,0,0,0,8600,5500,1700,1700,0,500,30,,,,,,300,3380323
680,1,4,2,3,4,2,2,1,24500,500,23000,1000,150,0,,0,0,0,0,0,0,0,0,0,0,220,0,,,,,,150,3487272
681,1,5,2,5,3,2,1,1,25650,650,25000,0,40,0,,0,0,0,0,0,9900,0,9900,9900,0,,30,,,,,,200,2860741
682,2,3,9,5,2,1,,,1270,720,500,50,15,0,5,0,0,0,5,10,4080,4000,0,0,0,,0,,50,400,,,100,2641576
683,1,4,2,3,4,2,2,2,11830,1330,8500,2000,50,0,5,0,0,0,0,10,5400,200,0,0,5000,150,20,400,,300,,,200,3487272
684,1,6,8,3,7,2,1,2,178900,64400,112000,2500,400,120,5,150,150,0,0,30,0,0,0,0,0,,150,15000,12000,2000,20000,,200,1645889
686,1,5,9,5,3,2,2,3,10200,200,10000,0,10,0,,0,0,0,10,0,190,0,0,0,0,,0,,,,,,200,2860741
687,2,3,2,3,3,1,,,300,200,0,100,70,60,,0,0,0,0,0,150,0,0,0,0,,5,,100,,,,120,2769733
688,1,3,4,5,3,2,2,1,17000,500,16000,500,10,0,5,0,0,0,0,5,0,0,0,0,0,,0,,,300,,,280,3146348
689,1,3,9,5,3,2,2,1,700,500,0,200,10,0,5,0,0,0,0,5,0,0,0,0,0,,0,100,100,100,,,200,3146348
692,2,2,2,5,2,1,,,1165,1135,0,30,65,50,,0,0,0,0,0,0,0,0,0,0,,10,140,640,,,,90,1682269
693,2,2,9,3,1,1,,,994,844,0,150,5,5,,0,0,0,0,0,0,0,0,0,0,,0,450,320,,,,80,1693477
697,2,5,9,5,5,2,2,3,10300,300,10000,0,20,0,,0,0,0,20,0,200,0,0,0,0,,20,,,,,,250,2188927
699,1,6,8,5,4,2,2,2,24000,4000,16000,4000,100,0,,0,0,0,0,0,10,0,0,0,10,,10,1000,,,,,200,1656130
700,2,4,2,5,2,1,,,5480,5380,0,100,30,30,,0,0,0,0,0,0,0,0,0,0,100,30,4000,200,,,,100,2639625
701,1,4,2,5,3,2,2,1,18800,4800,13000,1000,50,0,5,0,0,0,20,10,1100,0,0,0,500,180,0,2000,,300,100,,100,3380323
703,1,5,9,5,3,1,,,26800,14800,10000,2000,30,0,5,0,0,0,0,30,0,0,0,0,0,,0,12000,,1000,,,100,2860741
706,2,6,8,3,3,1,,,6550,1050,4500,1000,30,0,,0,0,0,15,0,0,0,0,0,0,,30,,,,,,150,1383457
709,2,6,2,2,4,2,1,2,38850,150,38000,700,50,0,,0,0,0,0,0,0,0,0,0,0,,0,,,,,,250,1687950
710,2,2,2,5,2,1,,,1750,750,0,1000,60,60,,0,0,0,0,0,0,0,0,0,0,,50,500,150,,,,50,1682269
711,1,5,2,5,5,2,1,2,27000,5500,20000,1500,70,0,,0,0,0,0,0,2000,2000,0,0,0,,0,,5000,,,,250,2860741
